iteration,chain,θ[1],θ[2],θ[3],θ[4],θ[5],θ₂[1],θ₂[2],λ[1],λ[2],λ[3],λ[4],λ[5],μ,δ,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
511,1,-0.43826475191423037,-0.3397058205999901,-0.18899971967622498,-0.09513292352419535,-0.27299594405449845,-4.221739326010483,-4.106294879604416,0.3584673481044154,0.40347248488197673,0.4834537314947555,0.5410954905478885,0.4370991888513218,0.12113257609282634,0.12833035520812197,-26208.642645501503,15.0,1.0,1.0,-26208.642645501503,26211.481037916354,-0.060438527954829624,-0.3704421403053857,3.0,0.0,0.25613454950248904,0.25613454950248904
512,1,-0.4703596063979427,-0.29745922352948856,-0.2173394665585584,-0.07253016234584082,-0.2543824636980839,-4.190867174533725,-4.122027920882381,0.34492387872325714,0.42445424348673166,0.46728900428255227,0.5559726398668021,0.44697216525177047,0.12301689353019268,0.12732480210785446,-26206.193930517224,7.0,1.0,1.0,-26206.193930517224,26209.556448689607,-0.14696816986543126,-0.2801872148993425,3.0,0.0,0.25613454950248904,0.25613454950248904
513,1,-0.4059703556900814,-0.32343896889885987,-0.15639071650666708,-0.06289303504144139,-0.21235946395721944,-3.8648864595089027,-4.102808691158897,0.37263181915795207,0.41142572938396205,0.5027466770956027,0.5624395361051869,0.47008988553282394,0.14479400095544812,0.128554242180246,-26206.902499685624,31.0,1.0,0.9725305414558748,-26206.902499685624,26211.222051222972,0.04824130556517048,0.2854982401659072,4.0,0.0,0.25613454950248904,0.25613454950248904
514,1,-0.4050810686804268,-0.2865906573926942,-0.19797204536782406,-0.05924678959286507,-0.20697357585376874,-3.8369311451562513,-4.1330986061608845,0.37302968337287495,0.43002635181944754,0.4782764078864647,0.5649058790236855,0.47313794665887593,0.1468320925522552,0.126621962724699,-26206.179528416116,7.0,1.0,0.7574577256484406,-26206.179528416116,26210.618530971973,0.40312207452370785,0.6761411266525101,3.0,0.0,0.25613454950248904,0.25613454950248904
515,1,-0.41448730215745155,-0.2934524095938262,-0.1908273784092705,-0.04765564892741644,-0.2172982440921656,-3.815426554186681,-4.131492270386423,0.36884279239576667,0.4265000087593768,0.48239458725057194,0.5728182638031064,0.4673121202206148,0.1484193928664952,0.12672370227047644,-26205.26436010133,7.0,1.0,0.9361852986773943,-26205.26436010133,26211.03126626719,-0.18956587506181677,0.35460319967751275,3.0,0.0,0.25613454950248904,0.25613454950248904
516,1,-0.4066083374513411,-0.28723415957053244,-0.1871548250276047,-0.051906731166060094,-0.2172990032807851,-3.783300685657936,-4.130398778764966,0.372346649566534,0.42969441252542884,0.4845252225725211,0.5699035873847059,0.4673116944871566,0.15082269417883423,0.12679300686808562,-26204.977100634795,15.0,1.0,0.8834098770680374,-26204.977100634795,26207.10110938881,0.21786075065392652,0.5668792501819553,3.0,0.0,0.25613454950248904,0.25613454950248904
517,1,-0.3837875765943319,-0.2398953159801953,-0.1361616398785271,-0.02225934139859683,-0.19123747390718548,-3.619617242971331,-4.105305631303512,0.38268423103257315,0.45481052325208915,0.5151001311220003,0.5905439547158465,0.4821572522352344,0.16368545968543785,0.12839384620183897,-26205.125454799843,23.0,1.0,0.9479300806860537,-26205.125454799843,26207.779011857907,0.008157503933034604,-1.0918979089874483,4.0,0.0,0.25613454950248904,0.25613454950248904
518,1,-0.3792227171076735,-0.26728102027155765,-0.1433151698159511,-0.04223673526629352,-0.19189054537294323,-3.575829352117431,-4.093029358763362,0.3847862627549116,0.44010707723424547,0.510697314516338,0.5765552641823618,0.4817795404860936,0.16730869897804604,0.12918436881179401,-26205.011024976426,7.0,1.0,0.39446027579141585,-26205.011024976426,26212.08225579733,-0.2650143741630018,2.8772645339922747,3.0,0.0,0.25613454950248904,0.25613454950248904
519,1,-0.3868533770202211,-0.24774278759774976,-0.1380039054649557,-0.016798398952186953,-0.20745819330470155,-3.612069301647782,-4.075493122715578,0.3812789374532132,0.4505476910199736,0.5139626474193579,0.5944265743373195,0.4728628775618196,0.16430437094993858,0.13032205299020905,-26206.172215771756,7.0,1.0,0.9710163391919898,-26206.172215771756,26209.43479075148,0.013073412148514763,-0.5629930560062348,3.0,0.0,0.25613454950248904,0.25613454950248904
520,1,-0.37429604644123265,-0.2280765481205385,-0.12727668355131033,-0.024474083289661167,-0.1794472581911099,-3.4539073778642355,-4.050439452322023,0.38706785874492367,0.46130684144051665,0.5206214836062178,0.5889765555471634,0.48902742373145913,0.17782529686671586,0.13196484387346005,-26205.87152566665,7.0,1.0,0.852812765386753,-26205.87152566665,26210.93975157205,-0.5565649184318318,-0.5565649184318318,3.0,0.0,0.25613454950248904,0.25613454950248904
521,1,-0.3843516550752606,-0.207517141375311,-0.11226444836772954,-0.013464574811468665,-0.17022833445597424,-3.4371021273406837,-4.025474212475274,0.3824252819553622,0.472829429519698,0.5300853020930242,0.5968093938962051,0.49446742666282395,0.17932579141664284,0.13362243487885112,-26209.213640576647,7.0,1.0,0.22149060996447262,-26209.213640576647,26214.042792977376,0.025883656318910653,5.226449519912421,3.0,0.0,0.25613454950248904,0.25613454950248904
522,1,-0.40584662688196593,-0.30439498405197923,-0.1567839070902117,-0.054176385564998646,-0.2234918632729145,-3.8362987965774518,-4.176060700913944,0.37268714961445365,0.4209362083616102,0.502509522736908,0.5683535181948152,0.4638517714258258,0.14687852442467433,0.12393099620891197,-26205.247732036587,31.0,1.0,0.9975813028149451,-26205.247732036587,26212.738202234188,-0.04376932920422405,-0.26611252167640487,5.0,0.0,0.25613454950248904,0.25613454950248904
523,1,-0.3924719805424711,-0.2691192176749966,-0.18507269532441104,-0.06101596621138292,-0.21867278305326235,-3.8581355819246586,-4.170238669685731,0.37871687805935317,0.4391373427415772,0.48573734945460323,0.5637078492620107,0.4665419491138628,0.14528357003353962,0.12429228688020882,-26204.535462372995,7.0,1.0,0.9956541559565265,-26204.535462372995,26206.828009698405,-0.08554341722629033,-0.12664644081087317,3.0,0.0,0.25613454950248904,0.25613454950248904
524,1,-0.3918708538699699,-0.2862424663301793,-0.1676160114454741,-0.06726825095330284,-0.21201769133295925,-3.9968149482749027,-4.160110563734592,0.3789901647955441,0.4302060669607758,0.49601990910678817,0.5594943211520453,0.4702827216983744,0.13555097988093825,0.12492330601406555,-26208.267680123372,7.0,1.0,0.26443064154700296,-26208.267680123372,26214.195376229516,1.7480567277234513,4.726897042779456,3.0,0.0,0.25613454950248904,0.25613454950248904
525,1,-0.4178485602118581,-0.26240388837611545,-0.1615666467141858,-0.03643202176259843,-0.21251734854144497,-3.763956584151388,-4.100768064359998,0.3673580577863185,0.44269038164689817,0.4996337364659854,0.5805853698054616,0.47000083003403337,0.15228853635436818,0.1286854747338802,-26204.190451156348,27.0,1.0,0.8141462727479976,-26204.190451156348,26209.725283877528,-1.633378273658309,-1.633378273658309,4.0,0.0,0.25613454950248904,0.25613454950248904
526,1,-0.37586522861378935,-0.26211476605621664,-0.15699131726733337,-0.048318519995582426,-0.19012351593469975,-3.719751768918108,-4.12207798409756,0.38633968855887335,0.4428439982979251,0.5023844675932398,0.5723627993903605,0.482802206708645,0.15569195295981808,0.12732161500326103,-26204.04340547794,15.0,1.0,0.9904824686123007,-26204.04340547794,26205.911039439874,-0.021728150044509675,-0.1538504569834913,3.0,0.0,0.25613454950248904,0.25613454950248904
527,1,-0.39780409494259383,-0.2571674319228188,-0.15020556349632477,-0.04116252334117044,-0.21465490410906876,-3.7080254652531877,-4.1373177244029975,0.37630138006458014,0.44548089459149565,0.50649203742563,0.5772989544562909,0.4687967914446062,0.1566074798329259,0.12635512775933117,-26203.438749332814,7.0,1.0,0.9943853208866054,-26203.438749332814,26205.104271604105,-0.10411201231181622,-0.10411201231181622,3.0,0.0,0.25613454950248904,0.25613454950248904
528,1,-0.405056573617248,-0.24390917337377255,-0.16662009736948188,-0.04587181329940516,-0.1878597878136412,-3.817415935787212,-4.134316548035833,0.37304064839682166,0.4526251370765084,0.4966130553211317,0.5740457534710902,0.48411550919559365,0.1482718348612913,0.12654487710318757,-26206.240640654596,7.0,1.0,0.6439325713177381,-26206.240640654596,26208.19095376818,0.7802448203874519,0.9951366792811314,3.0,0.0,0.25613454950248904,0.25613454950248904
529,1,-0.42973942807977683,-0.32031210252131037,-0.19209897365457723,-0.05147327518597383,-0.23341193312183622,-3.8834349936624024,-4.163656776285038,0.36215343125896693,0.4129723972396079,0.48165905577607443,0.5702000982342907,0.4583627766055541,0.14345735052666284,0.12470199997379525,-26206.819865237794,23.0,1.0,0.8295498660103349,-26206.819865237794,26211.645327027305,-0.18466206284210784,0.7347766825623694,4.0,0.0,0.25613454950248904,0.25613454950248904
530,1,-0.4099634473066971,-0.3036201724395607,-0.18712578132447674,-0.05373841165238214,-0.2207339892167347,-3.8552226255776554,-4.14906077824869,0.37085054664499706,0.42132776587818005,0.4845421097548661,0.568652305521506,0.46538940810699897,0.1454953265542033,0.125615404003978,-26203.97023762246,15.0,1.0,0.6957956216557577,-26203.97023762246,26210.63216045434,-0.41266140593143064,1.1038484980163048,3.0,0.0,0.25613454950248904,0.25613454950248904
531,1,-0.3992210122237237,-0.2850383996690908,-0.17236599752309043,-0.04982652747742671,-0.1927448946856957,-3.787332867822924,-4.226232602525247,0.37566209819032426,0.4308281123821993,0.4932006464200265,0.571327983118588,0.48128586396947515,0.15051892820289137,0.12086074048563657,-26205.364365854,15.0,1.0,0.9366887849191159,-26205.364365854,26208.90112324716,-0.18326187621278223,0.19574977165757446,4.0,0.0,0.25613454950248904,0.25613454950248904
532,1,-0.38456050427414584,-0.28446348628997725,-0.15586536942829166,-0.05294960640582434,-0.18593849382944996,-3.7914863220597645,-4.236416687726615,0.38232945090788245,0.43112544154860394,0.5030637168162074,0.5691908274611308,0.4852329507193786,0.1502066658169663,0.12024687668305079,-26207.48314834643,7.0,1.0,0.3937180660680547,-26207.48314834643,26211.896648055677,0.5127375659176323,3.312179156284401,3.0,0.0,0.25613454950248904,0.25613454950248904
533,1,-0.4130640224651425,-0.2637113086428238,-0.1820722115531792,-0.040874107643386524,-0.2176200423369553,-3.8633049527882126,-4.119284833179063,0.3694732904148024,0.44199638734237223,0.48748943827111685,0.5774987915329214,0.46713169879436867,0.14490854257938,0.12749955346953282,-26205.377532615294,11.0,1.0,0.6057329828465495,-26205.377532615294,26212.222656310627,0.06400701666643727,1.482753075495566,3.0,0.0,0.25613454950248904,0.25613454950248904
534,1,-0.4095771820230373,-0.3329272670885241,-0.1629139039338956,-0.07030444075811783,-0.22194091241055539,-3.960960300197328,-4.100427385273031,0.3710224825195486,0.40676782107463644,0.498826626881915,0.5574595530238007,0.46471586884586374,0.13800295926595377,0.12870739682594587,-26207.844605560265,7.0,1.0,1.0,-26207.844605560265,26209.01888732311,-0.033200327921804274,-0.3836161338404054,3.0,0.0,0.25613454950248904,0.25613454950248904
535,1,-0.4152043812320955,-0.323894775783304,-0.18581680445305662,-0.05500809310614242,-0.20836561702475254,-3.9140951088712126,-4.131658799104973,0.3685255415737856,0.41120075410087187,0.4853038131273883,0.5677865564811356,0.4723482534122484,0.1412749122725786,0.1267131511418745,-26204.90129931935,7.0,1.0,1.0,-26204.90129931935,26209.03044989607,-0.2995343555776344,-0.34640329258763813,3.0,0.0,0.25613454950248904,0.25613454950248904
536,1,-0.38424679864391154,-0.2900059907579321,-0.14472325949343384,-0.03281292214121703,-0.18917653153954767,-3.6413481226754754,-4.1120760830283745,0.3824734046832734,0.4282675384250097,0.5098351140145875,0.5831122884865051,0.4833511659499083,0.16191657244009297,0.1279599388846081,-26204.579536423884,23.0,1.0,0.9073666612636518,-26204.579536423884,26207.70717814203,-0.09788347369976691,0.2519216923719796,4.0,0.0,0.25613454950248904,0.25613454950248904
537,1,-0.38859293885951485,-0.2250408041172682,-0.1588088122592025,-0.03921269687016536,-0.1919127772109206,-3.6510483075865707,-4.111136832938269,0.3804838576485581,0.46299039745882775,0.5012899640752803,0.5786512952769846,0.4817666876439179,0.16113316343243475,0.12802004618951493,-26204.740805111134,7.0,1.0,0.950134793074969,-26204.740805111134,26207.080248917693,0.0022536960277648177,0.13686521739145974,3.0,0.0,0.25613454950248904,0.25613454950248904
538,1,-0.39390644302171396,-0.24556193783945662,-0.15155982822286215,-0.04810187330445783,-0.22606948608419372,-3.7269193665218,-4.153697743698088,0.37806553263632825,0.45172832740816754,0.5056695967274232,0.5725116193422652,0.46241922621622017,0.15513498295568587,0.12532450421321606,-26205.33962498351,15.0,1.0,0.874195062813495,-26205.33962498351,26209.02358600633,0.0689748543445603,0.24210086168022826,3.0,0.0,0.25613454950248904,0.25613454950248904
539,1,-0.4034220652188692,-0.29288976348405715,-0.16882047263400463,-0.03618425517625608,-0.17612561195549256,-3.7099740773822223,-4.178985997227856,0.37377305212133016,0.42678806827866855,0.4953035028864888,0.5807580150558128,0.49098056505359433,0.15645497052301305,0.12374986126635469,-26206.655812591984,7.0,1.0,0.8942489774787875,-26206.655812591984,26209.458877655947,0.07071500557867694,0.2321525851439219,3.0,0.0,0.25613454950248904,0.25613454950248904
540,1,-0.383621352841819,-0.21935717813649408,-0.13799063938812953,-0.003707420446088013,-0.20709075509333746,-3.4964528383775555,-4.08587894609662,0.3827605720968306,0.46615894759069215,0.5139708294060432,0.6038382562736092,0.47307142100248034,0.17408241905438374,0.12964705619392902,-26208.71126946547,23.0,1.0,0.39463841394205096,-26208.71126946547,26213.6379347374,-0.5802073977247346,3.3610080905928044,4.0,0.0,0.25613454950248904,0.25613454950248904
541,1,-0.350603127137555,-0.24623225855873104,-0.11985518578482093,-0.03248183550877353,-0.16385831946662688,-3.438748582861824,-4.070234399291711,0.39823071625680423,0.4513651100821977,0.5252787405308618,0.5833440073355828,0.49826162756138703,0.1791782261951896,0.13066516769521797,-26208.439745145683,7.0,1.0,0.9652539756088429,-26208.439745145683,26211.159742774576,0.09106627113942523,-0.2551155865912733,3.0,0.0,0.25613454950248904,0.25613454950248904
542,1,-0.38451929895521775,-0.23451363082399654,-0.15179541448823125,-0.015282672852450645,-0.21009580249852003,-3.610997326058606,-4.099007061089252,0.38234835618362967,0.4577572043270169,0.5055266623582353,0.5955087436500579,0.47136857067993837,0.16439245969250174,0.12879883240331508,-26206.757155210747,7.0,1.0,0.9972662642424037,-26206.757155210747,26210.032930756286,0.019321616309753153,-0.2731319560916745,3.0,0.0,0.25613454950248904,0.25613454950248904
543,1,-0.3806635278318381,-0.2494299816078484,-0.1474605300031891,-0.052746540853049556,-0.2076489906361423,-3.694743656157553,-4.082326237534605,0.38412155254479247,0.44963642018701033,0.5081631934702057,0.5693295440215927,0.47275462478468566,0.15765095613632207,0.12987755996478753,-26205.447492645493,7.0,1.0,0.9867778417951106,-26205.447492645493,26209.6551418919,-0.27545481167544494,-0.35763757107633865,3.0,0.0,0.25613454950248904,0.25613454950248904
544,1,-0.40842722613149457,-0.2663088293255664,-0.14354927718014243,-0.030535901770509487,-0.20049827294370684,-3.5915819698907203,-4.075314025850658,0.37153482733020765,0.44062081858769764,0.5105538650641842,0.5847077775416263,0.4768287212460816,0.16599609998873302,0.13033372364830603,-26205.40119438437,7.0,1.0,0.9014275792337588,-26205.40119438437,26207.673141976968,0.15303885240427917,0.3388737397217483,2.0,0.0,0.25613454950248904,0.25613454950248904
545,1,-0.37617752332866666,-0.26899654777291143,-0.1597957876516983,-0.04789565633010862,-0.20333740228130437,-3.775215478103443,-4.122089146202712,0.38619493347285533,0.43920199022144374,0.5006966024937519,0.5726533108097582,0.47520695136964697,0.15143364465532272,0.12732090441661653,-26204.22524624884,7.0,1.0,0.8136836374510324,-26204.22524624884,26207.51487487167,0.13974176416013506,0.36682172661312507,3.0,0.0,0.25613454950248904,0.25613454950248904
546,1,-0.4251515294070411,-0.21451681114827714,-0.14613421108358557,-0.028063291381859416,-0.21796062852204184,-3.596068013007352,-4.02183435163995,0.3641527577292306,0.46887448292594464,0.5089726211842094,0.5864452593663667,0.4669408194796698,0.16562418442111007,0.13386583983542857,-26211.123123875255,15.0,1.0,0.8578936276889112,-26211.123123875255,26213.62273003731,-0.025952757518098224,0.43463379978129524,4.0,0.0,0.25613454950248904,0.25613454950248904
547,1,-0.4339639570401159,-0.30584938770098496,-0.17525664505420746,-0.06609114968755773,-0.20617224399796383,-4.058150958522321,-4.281308789608405,0.36032216373628567,0.42020219568942574,0.49149280711226245,0.5602851773395692,0.473593134088131,0.13145699970761204,0.11757787549013952,-26213.063175358166,15.0,1.0,0.44842888383559915,-26213.063175358166,26217.15959610906,1.391915394437092,2.036797303946514,4.0,0.0,0.25613454950248904,0.25613454950248904
548,1,-0.3865711249609304,-0.30077740669212605,-0.2108227295558027,-0.08268831550743148,-0.20755243574125412,-4.056872389475045,-4.29689925971791,0.3814080994440336,0.4227675035536907,0.470957569285245,0.5492365924814888,0.47280940408587496,0.1315410650010065,0.11666489139942066,-26214.359206660447,7.0,1.0,0.9787131692403247,-26214.359206660447,26217.478310613962,-0.7873589066548448,-1.0133190192864276,3.0,0.0,0.25613454950248904,0.25613454950248904
549,1,-0.4092320256978276,-0.325556202171935,-0.19772494631582044,-0.07738701639756458,-0.217443177735804,-3.968092040824048,-4.280815041736406,0.37117618725661256,0.41038175505546753,0.4784182468907769,0.5527417306827942,0.4672308521899428,0.13751173495196134,0.11760690598633725,-26210.121806103572,7.0,1.0,0.8167453036759708,-26210.121806103572,26216.165621695578,-0.04172380184172653,0.49930291412601946,3.0,0.0,0.25613454950248904,0.25613454950248904
550,1,-0.4695850214080826,-0.2906349028362549,-0.20676338799274452,-0.08629192869413557,-0.2336551719273209,-4.2338174810413,-4.1825375318488955,0.34524463520298027,0.42794444920396985,0.4732572991336812,0.5468666369437174,0.45822900619228496,0.12040325151655101,0.12353030530587997,-26206.466082408697,15.0,1.0,0.7830973445443502,-26206.466082408697,26215.525322938618,0.024429761655483162,0.5759883300052024,3.0,0.0,0.25613454950248904,0.25613454950248904
551,1,-0.43292104407131765,-0.31812487309512033,-0.19042924882459783,-0.08379072227002271,-0.25201018176705076,-4.088626688239814,-4.162500969724972,0.36077338761874245,0.4140577394072703,0.48262510898070415,0.5485104943001304,0.44824639087426615,0.12946906015370932,0.12477408649611936,-26204.717814057538,7.0,1.0,0.9419143295056799,-26204.717814057538,26209.093669474314,-0.09760875415668124,0.19629440693825018,3.0,0.0,0.25613454950248904,0.25613454950248904
552,1,-0.39663312260523187,-0.2816006975596186,-0.15912017964585617,-0.042677049617483385,-0.1935613623802612,-3.694848799603192,-4.095029209516131,0.3768305179488904,0.4326090537169614,0.5011026966475568,0.5762507059817671,0.4808145496631821,0.1576426683718068,0.1290552586442109,-26203.69858049327,31.0,1.0,0.987767502816096,-26203.69858049327,26206.05964389032,-0.06871349251741776,-0.13139449576556217,5.0,0.0,0.25613454950248904,0.25613454950248904
553,1,-0.41433089795203304,-0.2439468735660143,-0.1540305288687921,-0.045477075045961345,-0.22679277407374476,-3.6834142329232265,-4.106206253722707,0.36891202516918437,0.452604660674073,0.5041725871823737,0.574317735264722,0.4620180456159195,0.1585465375493668,0.12833604202956111,-26205.7538377886,7.0,1.0,0.5440365966204598,-26205.7538377886,26207.7128696821,0.3362754180452612,1.0275264703959692,3.0,0.0,0.25613454950248904,0.25613454950248904
554,1,-0.39985518389717134,-0.28419348373073366,-0.17487361933087636,-0.04965939851240804,-0.22307683492021183,-3.8340629106703097,-4.1226184929221175,0.3753763258276061,0.4312651501474771,0.4917187643022816,0.5714425771547993,0.4640828429256957,0.14704281805442754,0.127287210424232,-26203.07800523958,7.0,1.0,0.4618875246452586,-26203.07800523958,26208.9661306191,-0.09403534747252706,1.7542068916809512,3.0,0.0,0.25613454950248904,0.25613454950248904
555,1,-0.40169569541105143,-0.25534791616601366,-0.15550434280816489,-0.04936829796580317,-0.19994603003748398,-3.693388753394772,-4.119414157853829,0.37454817935245105,0.44645462864780694,0.5032817073050883,0.5716422287198526,0.47714481630581596,0.15775779317869915,0.12749130931693617,-26203.34575751522,23.0,1.0,0.8900066852493663,-26203.34575751522,26204.806731483197,0.06363751979006338,0.2285437772188743,4.0,0.0,0.25613454950248904,0.25613454950248904
556,1,-0.40604454523109,-0.3023316044652667,-0.1813862874246668,-0.0543093885442326,-0.22379196550772415,-3.945178907722653,-4.149906525729432,0.3725986461742728,0.42197976119138847,0.48789086037724405,0.5682628141799366,0.46368475795642966,0.13909620626496064,0.12556229577806707,-26204.052020284216,23.0,1.0,0.8252365838462654,-26204.052020284216,26205.732457452898,0.2794792724525905,0.40460190194062307,4.0,0.0,0.25613454950248904,0.25613454950248904
557,1,-0.44223320401216093,-0.3460144800052524,-0.2077368832495528,-0.09297799659983823,-0.25449630415618346,-4.200026800493516,-4.1298557212969085,0.35676433372187777,0.40042957284816716,0.4727047654467233,0.5424965267350048,0.44691110920299454,0.1224547873176207,0.12682743948723538,-26205.352896733613,39.0,1.0,0.9593176518124779,-26205.352896733613,26206.62287087976,-0.06323862011777237,-0.45848361903699697,5.0,0.0,0.25613454950248904,0.25613454950248904
558,1,-0.45120510464481905,-0.32357130934257816,-0.20792683315848398,-0.08297603972832457,-0.2782668731179106,-4.267605900290727,-4.1675102247706555,0.35294391151214255,0.4113603966554962,0.47259702945327753,0.549046990810379,0.4343432113948047,0.1183862197981845,0.1244619649222516,-26206.780375612856,7.0,1.0,0.9602128841142363,-26206.780375612856,26208.890604144475,0.02325670725258533,0.13115687042227364,3.0,0.0,0.25613454950248904,0.25613454950248904
559,1,-0.4499777180210718,-0.29854906195138287,-0.20940956677629274,-0.0833765015084118,-0.23790728277762657,-4.137749266252883,-4.171716868858425,0.3534641328888614,0.4238995024611835,0.4717568944888386,0.5487832073942114,0.45589683261365266,0.12632786693769538,0.12420045644248914,-26204.29807882624,7.0,1.0,0.9944087060426704,-26204.29807882624,26208.23205882747,-0.15406734058706206,-0.15406734058706206,3.0,0.0,0.25613454950248904,0.25613454950248904
560,1,-0.4548472141373534,-0.37564315458495884,-0.18871780848599698,-0.07593314235900421,-0.22227736504905335,-4.081208393481875,-4.118761195416691,0.35140472504904774,0.3864426574916619,0.4836173083819275,0.5537069126124683,0.4645282808608253,0.12995017168403677,0.12753293963034684,-26209.657831533485,7.0,1.0,0.7100581528619185,-26209.657831533485,26213.044638864303,0.24411924547530361,0.5688506248661724,3.0,0.0,0.25613454950248904,0.25613454950248904
561,1,-0.466046357663163,-0.30855699513101464,-0.2212756048938947,-0.09062310408714182,-0.2590541667922637,-4.267995372796826,-4.12677808160786,0.3467137979275195,0.4188391201879899,0.4650870317414132,0.5440317200533087,0.44447343030765607,0.11836316795391602,0.12702275430656693,-26204.803535313637,7.0,1.0,0.982162251216702,-26204.803535313637,26212.08347436552,-0.23155701705036336,-0.27718633894983213,3.0,0.0,0.25613454950248904,0.25613454950248904
