iteration,chain,θ[1],θ[2],θ[3],θ[4],θ[5],θ[6],θ[7],θ₂[1],θ₂[2],λ[1],λ[2],λ[3],λ[4],λ[5],λ[6],λ[7],μ,δ,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
511,1,-0.8319868878778589,-0.5647477757960301,-0.42137275263592466,-0.33505536110584366,-0.34966236966977626,-0.2417353277667978,-0.6409778553827892,-5.845315621969807,-4.338455775965604,0.22349097066507723,0.30798711510594584,0.36580776962412814,0.4057303781043856,0.3986805363362523,0.4538074030432929,0.28106384572818494,0.0537905320778245,0.11426580886360027,-22846.725072616802,7.0,1.0,0.9624814341392744,-22846.725072616802,22851.318616782617,-0.23138398044466157,-0.23138398044466157,3.0,0.0,0.3789286695650355,0.3789286695650355
512,1,-0.8319868878778589,-0.5647477757960301,-0.42137275263592466,-0.33505536110584366,-0.34966236966977626,-0.2417353277667978,-0.6409778553827892,-5.845315621969807,-4.338455775965604,0.22349097066507723,0.30798711510594584,0.36580776962412814,0.4057303781043856,0.3986805363362523,0.4538074030432929,0.28106384572818494,0.0537905320778245,0.11426580886360027,-22846.725072616802,7.0,1.0,0.2252299552577815,-22846.725072616802,22850.860897391158,0.0,4.311073564018443,3.0,0.0,0.3789286695650355,0.3789286695650355
513,1,-0.7740199039411007,-0.5476779459139619,-0.4341910633886678,-0.3075558072509027,-0.3010770042516398,-0.22222396189808052,-0.6682057929643697,-5.3804240677730055,-4.282702481819098,0.23959054269821112,0.314360917268424,0.36022397937477835,0.4193426265711373,0.42261553873753266,0.4645580505433888,0.2720289045627483,0.0678665478381673,0.1174959703464839,-22848.215520946316,7.0,1.0,0.8102723490994604,-22848.215520946316,22849.86442484961,0.018552161804109346,0.6672643682722992,3.0,0.0,0.3789286695650355,0.3789286695650355
514,1,-0.8038207886588875,-0.5600839692052288,-0.4109521800581973,-0.3258243426023229,-0.3289762844621898,-0.24967332025425787,-0.6017294165914534,-5.563861927850534,-4.404763829516865,0.23117392113832966,0.3097156182416942,0.3704108010734379,0.4102497283691134,0.4087009592434351,0.44950514265344393,0.2946181111046069,0.06191882884228846,0.11053954875658771,-22848.498626078348,7.0,1.0,0.8905741522909602,-22848.498626078348,22850.97800917064,0.20706265017361147,0.2852122123040317,3.0,0.0,0.3789286695650355,0.3789286695650355
515,1,-0.7538886512375876,-0.571611122623523,-0.4227402590819365,-0.343879427116712,-0.30700042419912005,-0.21460920679154075,-0.6277840861006987,-5.492023955924901,-4.370607104340202,0.2454489291022608,0.3054609453059619,0.3652079685183012,0.40145681419441365,0.4196221946664437,0.46882249945647375,0.28554920918476945,0.06418331596705083,0.11244359597569611,-22848.791316611292,7.0,1.0,0.8135135318931797,-22848.791316611292,22852.950646582703,-0.18611275990406284,1.1015787806354638,3.0,0.0,0.3789286695650355,0.3789286695650355
516,1,-0.7538886512375876,-0.571611122623523,-0.4227402590819365,-0.343879427116712,-0.30700042419912005,-0.21460920679154075,-0.6277840861006987,-5.492023955924901,-4.370607104340202,0.2454489291022608,0.3054609453059619,0.3652079685183012,0.40145681419441365,0.4196221946664437,0.46882249945647375,0.28554920918476945,0.06418331596705083,0.11244359597569611,-22848.791316611292,15.0,1.0,0.00722715260996059,-22848.791316611292,22852.80500058769,0.0,36.46543545080203,3.0,0.0,0.3789286695650355,0.3789286695650355
517,1,-0.7538886512375876,-0.571611122623523,-0.4227402590819365,-0.343879427116712,-0.30700042419912005,-0.21460920679154075,-0.6277840861006987,-5.492023955924901,-4.370607104340202,0.2454489291022608,0.3054609453059619,0.3652079685183012,0.40145681419441365,0.4196221946664437,0.46882249945647375,0.28554920918476945,0.06418331596705083,0.11244359597569611,-22848.791316611292,15.0,1.0,0.09767728262156111,-22848.791316611292,22852.984557718653,0.0,37.11569027805308,3.0,0.0,0.3789286695650355,0.3789286695650355
518,1,-0.8291959917586252,-0.5742889148799855,-0.4569668753470028,-0.3157089806080495,-0.3506864531090292,-0.26317550090052433,-0.6602543675248694,-6.041903073400816,-4.36080395851959,0.2242407135362358,0.3044809675105826,0.3505120300993746,0.4152598638656067,0.3981908986939761,0.442280668828399,0.2746369484377699,0.048754804297561787,0.11299609942145258,-22847.68184487082,15.0,1.0,0.9798096636576759,-22847.68184487082,22851.5562983572,-0.07651938483104459,-0.2392156684472866,3.0,0.0,0.3789286695650355,0.3789286695650355
519,1,-0.857594474583788,-0.59664992145188,-0.4768779440423994,-0.34135697447130925,-0.35083747529991366,-0.2489314422564205,-0.6571032408346608,-6.2464188016374305,-4.3444387738783155,0.21672773957884975,0.2964194088534773,0.3422364067716839,0.4026738421660053,0.3981187424381979,0.4499054944045949,0.2756774133620859,0.044015677539137814,0.11392449359231431,-22846.673764144984,15.0,1.0,0.609978845835606,-22846.673764144984,22850.574672343773,-0.04451641051855404,1.653595801377378,3.0,0.0,0.3789286695650355,0.3789286695650355
520,1,-0.8164016948298776,-0.6012538540389334,-0.45329046080282953,-0.35490906427656144,-0.3453321201200222,-0.2579674634433727,-0.6816477201905162,-6.325745112918089,-4.4029341289218005,0.22771008098409914,0.2947862902970008,0.35206179917234354,0.3961783156109239,0.4007575916187957,0.4450534213106143,0.2676761929522891,0.04230404561616854,0.11064072216786303,-22846.84034251316,7.0,1.0,0.7714042907616866,-22846.84034251316,22849.235952912786,0.12198378442553803,0.6047757339438249,3.0,0.0,0.3789286695650355,0.3789286695650355
521,1,-0.8479044796618882,-0.5822366139238604,-0.4790432977805319,-0.3488492390186495,-0.35981994402910134,-0.26428376728091024,-0.6716561371240348,-6.675535376037972,-4.347900471279708,0.21926255727531319,0.3015908635101251,0.34134828566992076,0.39906974142704865,0.393850480496459,0.44169286202779673,0.2709049210359104,0.035516152427649786,0.1137274780818083,-22847.955791305812,7.0,1.0,0.7838096337037274,-22847.955791305812,22850.19103045084,0.38440903720402275,0.7194213917391608,3.0,0.0,0.3789286695650355,0.3789286695650355
522,1,-0.8417102861847706,-0.6098990944134448,-0.4696366835950213,-0.34206394817579283,-0.35121894159849676,-0.28241935071436286,-0.6548272673000315,-6.166451042305862,-4.382581945301854,0.22089841507786168,0.2917439008897694,0.3452232325549515,0.4023323712515866,0.3979365414838043,0.43218427427942396,0.27643136387255884,0.04581125291745226,0.11177236037637159,-22848.416387423145,7.0,1.0,0.882494222539384,-22848.416387423145,22851.780079606695,-0.18994401879535872,0.5487238060231903,3.0,0.0,0.3789286695650355,0.3789286695650355
523,1,-0.8149817222006832,-0.6088118188935339,-0.45858873332210043,-0.35140211866607596,-0.3440301793597212,-0.23774712563053413,-0.6813136098951968,-5.8982445446819005,-4.367230084037203,0.228098422249384,0.29212479652065754,0.3498305166276692,0.3978490796782528,0.4013841961447587,0.45598445919709296,0.2677835345154567,0.052385666123317555,0.11263361851131515,-22847.31226027923,7.0,1.0,1.0,-22847.31226027923,22849.83167077674,-0.07030212554309401,-0.42440601467023953,3.0,0.0,0.3789286695650355,0.3789286695650355
524,1,-0.8149817222006832,-0.6088118188935339,-0.45858873332210043,-0.35140211866607596,-0.3440301793597212,-0.23774712563053413,-0.6813136098951968,-5.8982445446819005,-4.367230084037203,0.228098422249384,0.29212479652065754,0.3498305166276692,0.3978490796782528,0.4013841961447587,0.45598445919709296,0.2677835345154567,0.052385666123317555,0.11263361851131515,-22847.31226027923,15.0,1.0,0.008758678675206976,-22847.31226027923,22856.635621844987,0.0,11.552314749944344,3.0,0.0,0.3789286695650355,0.3789286695650355
525,1,-0.7812696616105556,-0.5882983256483613,-0.4633746887056122,-0.3405967679434287,-0.34145140361498744,-0.2607675706423191,-0.6437855559210722,-5.945512372752846,-4.374018353489869,0.23751521511135573,0.2994050348181747,0.34782714706338214,0.4030413481088746,0.402628215775814,0.44356049418215426,0.2801184674927522,0.051162103532435894,0.11225197288010291,-22846.40214388467,7.0,1.0,0.8278860401703111,-22846.40214388467,22849.682118051664,-0.44960371339402627,0.5725468752461893,3.0,0.0,0.3789286695650355,0.3789286695650355
526,1,-0.8328562061913605,-0.5812731864281131,-0.46834265962616695,-0.3546311457942756,-0.35210445740228097,-0.24721848265889473,-0.6646286054581865,-6.08915891825,-4.420099184425805,0.2232579504749983,0.30193973825702675,0.3457597215499585,0.39631046397701003,0.3975139111554088,0.45083124946878667,0.27319913251916456,0.0476163323916244,0.10969520835249066,-22847.25409944517,7.0,1.0,0.9957865891305905,-22847.25409944517,22848.065067448824,0.028485643579188036,-0.09305889415190904,3.0,0.0,0.3789286695650355,0.3789286695650355
527,1,-0.8507822526665505,-0.6155390821734532,-0.4409571237156699,-0.33150992831286796,-0.32370986226835974,-0.22619868657145845,-0.6816658671374791,-5.785314829338303,-4.328605066389427,0.21850667773442847,0.289776049161028,0.3573110641422976,0.4074602431122797,0.41129200811710426,0.4623475380264359,0.2676703640089438,0.05542871963063667,0.11482999678468261,-22848.27234326778,15.0,1.0,0.8061695698620722,-22848.27234326778,22854.443991283802,-0.06275460922915954,0.6287490432150662,4.0,0.0,0.3789286695650355,0.3789286695650355
528,1,-0.813864890320463,-0.590218437287549,-0.44450195461970066,-0.34566603280476293,-0.3377080768353182,-0.23382776253788748,-0.6548873843370254,-5.92855276196132,-4.243639605991504,0.22840432429604732,0.29871595967313574,0.35579436353461175,0.40059704213463215,0.404440886758546,0.4581341127905006,0.27641142271041574,0.05159779288372481,0.11981339322714585,-22849.517043870812,7.0,1.0,0.2855194418645232,-22849.517043870812,22854.742776728966,0.11198916599096265,2.4171606757117843,3.0,0.0,0.3789286695650355,0.3789286695650355
529,1,-0.8486944471699776,-0.5282225948226036,-0.41361551693723436,-0.32390804392908423,-0.3355829123686267,-0.2468749716067191,-0.6742497257674565,-5.77827278862174,-4.2581046244508105,0.21905480340696873,0.3217864623636616,0.36922885633345126,0.41119420710713145,0.40547360710089925,0.45101712639685254,0.2700630926174384,0.055624229275622515,0.11894996788442799,-22849.328392877298,7.0,1.0,0.1633521757861552,-22849.328392877298,22854.918662763193,-0.3372633026992844,24.32761989953724,3.0,0.0,0.3789286695650355,0.3789286695650355
530,1,-0.7822307801328794,-0.5748148607043804,-0.458243393050678,-0.3303023772242848,-0.3207780419944299,-0.23595118666670495,-0.659389963505604,-5.540822737499645,-4.3500473915546145,0.23724143669471565,0.3042888595478241,0.34997551934943844,0.40805110597929806,0.41274155761057946,0.4569682231929915,0.2749219729765099,0.06263623285283938,0.11360546166914873,-22847.89242205866,7.0,1.0,0.5210897061114963,-22847.89242205866,22852.33861757094,1.292872129703028,1.292872129703028,3.0,0.0,0.3789286695650355,0.3789286695650355
531,1,-0.763618882198132,-0.5697789795110937,-0.44962877704892373,-0.3449117892961144,-0.33581473683004764,-0.23397896210519872,-0.671229567995643,-5.768280184469387,-4.36810448006823,0.2425996661424622,0.3061332619037507,0.35361216962212705,0.4009597835294113,0.4053608243484032,0.458050996715448,0.27104362814503613,0.05590284016032802,0.11258438607976677,-22846.900419423953,15.0,1.0,0.1513014125592336,-22846.900419423953,22851.92367483878,-1.2068211286023143,147.02648808221056,3.0,0.0,0.3789286695650355,0.3789286695650355
532,1,-0.7684987119943659,-0.5524830251002253,-0.4260853900669653,-0.32770655446940866,-0.3307054305650697,-0.22893569034070554,-0.6459239581166549,-5.8943475804349035,-4.368769399833318,0.24118320335315951,0.31255349823046535,0.3637449047770338,0.40932416174144454,0.40785379406570893,0.46083149269720536,0.2794005818285553,0.05248783816515954,0.11254696250925705,-22847.674478547793,7.0,1.0,0.3231472341212803,-22847.674478547793,22849.962548872023,1.3919885520081152,8.828244144733617,2.0,0.0,0.3789286695650355,0.3789286695650355
533,1,-0.774410718703528,-0.5861552167849277,-0.41765957771326756,-0.34883388171305485,-0.33531207707048255,-0.23527399957487394,-0.6619996991231399,-6.041821107681148,-4.316449820149485,0.23947820641664708,0.30017601487040985,0.36744137632577434,0.3990770958579822,0.40560540839592735,0.45733971769386456,0.27406235131232765,0.048756802449817255,0.11553001529761338,-22849.411355368688,15.0,1.0,0.9987113254920382,-22849.411355368688,22851.65226496547,-0.27779643246685737,-1.4118424404259713,3.0,0.0,0.3789286695650355,0.3789286695650355
534,1,-0.7823055282022919,-0.5873252754942295,-0.4503846923996634,-0.3424681117485386,-0.33580999194532307,-0.2341651741495843,-0.6810548026230523,-5.601870095729357,-4.301887056075872,0.23722015764181772,0.2997548423449237,0.35329155401839435,0.40213728885621375,0.4053631324234342,0.45794865461523543,0.26786671262235934,0.06075322888128563,0.11637430353808768,-22849.926732906617,7.0,1.0,0.9233800581338879,-22849.926732906617,22852.14046535248,0.7686028763127979,-1.2530510981814587,3.0,0.0,0.3789286695650355,0.3789286695650355
535,1,-0.8653603536295764,-0.5774463732418093,-0.4337698703682107,-0.3346153374605716,-0.3176737586541957,-0.25532710221843763,-0.6479855294892639,-5.962476663545166,-4.3511646725106985,0.21471742355653708,0.3033294871666355,0.3604060939852398,0.40594467182795513,0.4142819449979707,0.44646577976694857,0.27871023101593834,0.05072997441336482,0.11354201478338304,-22848.10528030333,7.0,1.0,0.9964782917456537,-22848.10528030333,22852.078770014537,-1.5557717204974324,-1.7084522251789167,3.0,0.0,0.3789286695650355,0.3789286695650355
536,1,-0.7603206804299146,-0.610598135008816,-0.44018719747420487,-0.33245878843694776,-0.33395920742616725,-0.23400823921343908,-0.6579698774017092,-5.761310798416908,-4.329727087912019,0.2435617399320868,0.2914992745101675,0.3576413404894383,0.40699655981252764,0.4062644206793229,0.45803490450779716,0.2753908678338564,0.056097984208663014,0.114765593987787,-22846.87874702002,7.0,1.0,0.9582409106565668,-22846.87874702002,22849.558952670606,-0.30507301217585336,-0.30507301217585336,3.0,0.0,0.3789286695650355,0.3789286695650355
537,1,-0.8548413343565681,-0.5618229081638509,-0.42663625993993415,-0.3320071282948383,-0.3391572420123015,-0.2568210106104567,-0.6533140538761637,-5.889579279510829,-4.377928961814369,0.217444941891451,0.30907000022457726,0.3635045329025761,0.4072172085509221,0.403738175962958,0.44566612198022126,0.2769337794724323,0.05261312636238234,0.11203270057219822,-22847.4468561018,7.0,1.0,0.9454939680915704,-22847.4468561018,22849.40969903849,0.0953882096473535,0.1187882924277801,3.0,0.0,0.3789286695650355,0.3789286695650355
538,1,-0.7902661218593696,-0.5832308156390676,-0.45962946305374786,-0.3229792730795286,-0.34533461718556735,-0.23683709324030483,-0.6881758481945031,-6.040273362468728,-4.377559883229071,0.23496485100146627,0.3012312674748236,0.34939389450416364,0.4116527488194522,0.400756390759026,0.4564826839407451,0.26558747554124523,0.04879454860707433,0.11205337691525558,-22847.72012110657,7.0,1.0,0.6782174864647593,-22847.72012110657,22850.306401275404,0.3622843132325215,0.5550935254177602,3.0,0.0,0.3789286695650355,0.3789286695650355
539,1,-0.8034488646452882,-0.6040141870183175,-0.4419490980158005,-0.34927521548135515,-0.3516144673879059,-0.2536863831626937,-0.6531928286447453,-6.108555398332317,-4.384943216839997,0.2312771191248093,0.29381145572635997,0.3568859851216322,0.3988658003757508,0.39774771330155256,0.44734567557492433,0.2769740680365605,0.047156769846190806,0.11164047579886195,-22846.000709394724,7.0,1.0,0.7775743627984382,-22846.000709394724,22850.044505511876,-0.37749333283136366,0.9613715161649452,3.0,0.0,0.3789286695650355,0.3789286695650355
540,1,-0.805418879360929,-0.6275500351262605,-0.45287413933811294,-0.36313646462740407,-0.37000056126038894,-0.26776391343075895,-0.6498902712801119,-6.461421179979544,-4.3513294236182825,0.23073102167745924,0.2856294201331042,0.35223772817517907,0.3922861395851103,0.3890681828348766,0.43985212147492,0.2780739132761,0.03952939961041893,0.11353266208225885,-22848.284131637323,15.0,1.0,0.17328368112369097,-22848.284131637323,22852.245738316233,0.8404113232536474,172.9977418002709,3.0,0.0,0.3789286695650355,0.3789286695650355
541,1,-0.8119289282139966,-0.6282116097209719,-0.44955831585950184,-0.34911319379947064,-0.33292692790780193,-0.2608677790887366,-0.6567884059478549,-6.0442155646642455,-4.40399525133223,0.22893555966820042,0.285402751918334,0.35364207000707804,0.3989433578044852,0.40676798663603414,0.44350715917937217,0.27578158447954493,0.048698464345755955,0.11058203606262584,-22847.107827245298,15.0,1.0,0.9948046150667954,-22847.107827245298,22850.25685974939,-0.09644646194283268,-0.15207855331755127,3.0,0.0,0.3789286695650355,0.3789286695650355
542,1,-0.7818075347408351,-0.566382511630706,-0.46516479619586026,-0.34056254938999914,-0.3586136423543892,-0.2445900179248692,-0.654946789034187,-6.202177237530391,-4.428409614096958,0.23736196091277642,0.30738353422825954,0.3470807714284372,0.4030578982389507,0.39442101633288407,0.45225548727158227,0.27639171924848127,0.04500018767048932,0.10924034687339822,-22848.27937693632,7.0,1.0,0.7919348873241553,-22848.27937693632,22851.637995402056,0.30066013725081575,0.4770257499112631,3.0,0.0,0.3789286695650355,0.3789286695650355
543,1,-0.8079725806729627,-0.5667720760566681,-0.4493559485334693,-0.3622446875556861,-0.3525669694956319,-0.25734295722973755,-0.6620980294845102,-5.879109680538652,-4.412102858446035,0.23002504221100759,0.3072398729819881,0.3537279591554462,0.39270616242687234,0.3972933463799748,0.4453870726678162,0.2740300148401083,0.05288926767082112,0.11013466560014012,-22849.07496064227,7.0,1.0,0.67188292973915,-22849.07496064227,22855.10039312104,0.6678729091727291,0.9823357377281354,3.0,0.0,0.3789286695650355,0.3789286695650355
544,1,-0.8537815884290897,-0.6040089731134285,-0.4564232241993136,-0.31310372820913057,-0.33067353449752834,-0.24138454704778192,-0.6737229513961446,-6.172616999294398,-4.257116971403128,0.21772164146285158,0.29381329401809336,0.35074077222574446,0.41656012341697246,0.4078694050830601,0.4539984675180731,0.27023386136470534,0.045670235298749993,0.11900872303981246,-22851.390554833553,15.0,1.0,0.9279790224203633,-22851.390554833553,22853.610588693384,0.47046628536554636,-1.0758204982194002,3.0,0.0,0.3789286695650355,0.3789286695650355
545,1,-0.8181089848091032,-0.5577318790889417,-0.4787560439473655,-0.35681417710354807,-0.3389411492904798,-0.27535903422107505,-0.6754588829145172,-6.3554213454914565,-4.38892274264698,0.22724403798212092,0.3105910279394577,0.3414659702761721,0.3952736328495711,0.4038428833958964,0.4358614588472978,0.2696715183087486,0.041680967353646785,0.11141855857613503,-22848.244706398058,7.0,1.0,0.8935014564408188,-22848.244706398058,22854.612566069787,-0.46240728014163324,-0.9667283385751944,3.0,0.0,0.3789286695650355,0.3789286695650355
546,1,-0.7957595942843919,-0.6216624064574553,-0.4406075578248998,-0.36044662950918077,-0.34531376573639316,-0.25616116199314437,-0.671376129793449,-6.318473652786372,-4.354485196612147,0.23342101767995987,0.2876545817037949,0.35746098009590427,0.3935544073843053,0.4007664185062972,0.4460191483373944,0.27099596276700333,0.042458131644593264,0.11335366168609097,-22847.70474241127,7.0,1.0,0.8340328438025215,-22847.70474241127,22851.62544611767,0.10127682299207663,0.4271914432902122,3.0,0.0,0.3789286695650355,0.3789286695650355
547,1,-0.8636034899325368,-0.5482446288425336,-0.45832471850039713,-0.34340104376669867,-0.34227197884188815,-0.25138806131569236,-0.6543407122579402,-6.23912798721187,-4.283541916568648,0.21517057616099264,0.31414721837809545,0.3499413667161504,0.40168734066288947,0.4022319468215049,0.4485811517120692,0.27659280988805734,0.04417642542525136,0.11744666559401787,-22848.403686879632,7.0,1.0,0.7593348601680425,-22848.403686879632,22852.778458853467,0.019432057160884142,0.7840361286507687,3.0,0.0,0.3789286695650355,0.3789286695650355
548,1,-0.8221607790457408,-0.6004455978655817,-0.4469373008167453,-0.3260376414130967,-0.3618163176055605,-0.24653094946640322,-0.6702625831645476,-5.887448721919392,-4.306101423427138,0.22614182441897984,0.2950723444043174,0.35475610244846756,0.41014473487166186,0.39290808254338755,0.45120335668718403,0.2713583247862295,0.05266920387406156,0.11612933968796328,-22848.01266337281,7.0,1.0,0.9510507095397343,-22848.01266337281,22851.116523719254,0.13427998041152023,-0.2457869875797769,2.0,0.0,0.3789286695650355,0.3789286695650355
549,1,-0.8394098207833334,-0.6246797557620862,-0.47441814733281995,-0.350841793396398,-0.38084097320497945,-0.2767861506900639,-0.6692235137381581,-6.545673773527709,-4.414850516379851,0.2215090605446712,0.286614919830978,0.34324809755404856,0.3981166795053722,0.38403976854174965,0.4351156675488532,0.2716968879834235,0.03789875993721074,0.10998346329311422,-22848.523115511052,15.0,1.0,0.97896717245874,-22848.523115511052,22851.49792086397,-0.17218566473093233,-0.5481669995497214,4.0,0.0,0.3789286695650355,0.3789286695650355
550,1,-0.8308585423268908,-0.5915395051823382,-0.4592681422665308,-0.362504266159674,-0.33583664616733755,-0.2694601474197071,-0.6801505098412666,-6.357464396125846,-4.333460481332821,0.22379378567771438,0.29824278595221526,0.34954541928363464,0.3925838557358771,0.4053501670640705,0.43895772150843076,0.2681575463147513,0.041638410930182536,0.11455156126026773,-22847.357690162262,7.0,1.0,0.9397359689344427,-22847.357690162262,22851.425886869692,0.024212951750087086,0.12241388673646725,3.0,0.0,0.3789286695650355,0.3789286695650355
551,1,-0.7710283375668368,-0.5904558898809702,-0.43592881287016766,-0.3453163954162155,-0.32234567158441163,-0.23652364348710836,-0.6114124219939602,-5.912937242622858,-4.4425200693467986,0.24045218959053236,0.2986308547435585,0.3594735872028058,0.4007651538434555,0.4119658563921694,0.4566544174981687,0.29121457674973367,0.05200223288058118,0.10847234376444573,-22849.392527959975,7.0,1.0,0.7995457491580024,-22849.392527959975,22852.7736335349,0.2581130862890859,0.72788637159465,3.0,0.0,0.3789286695650355,0.3789286695650355
552,1,-0.7611008981286624,-0.5308668300119317,-0.39417113350035465,-0.32619176431416247,-0.2951206079853293,-0.2268445951650588,-0.619792981135814,-5.335758763907863,-4.256659810257039,0.2433338092337964,0.3207670256925209,0.3779454672892809,0.4100688866501725,0.4256470788037315,0.46198931577401914,0.2883006045584698,0.06939923865254817,0.11903592923120711,-22850.604551684835,15.0,1.0,0.9497511769334144,-22850.604551684835,22853.873352927392,-1.1194366956369777,-1.1194366956369777,4.0,0.0,0.3789286695650355,0.3789286695650355
