num_trees,corrected_λ,original_λ,corrected_μ,original_μ
5,1.3273205624385653,1.1968596125120532,0.9730581476658146,0.5559066352080525
5,2.4911400324196067,2.0055714498573733,1.8759089022846192,0.8226363378948977
5,1.7640893531514712,1.7428820845265842,0.6676795208508159,0.5575706750552574
5,1.7287574318474892,1.556474726185881,1.1242547436000205,0.6307766830101076
5,1.80470188005197,1.5462120578054792,1.2330657876510174,0.6253462331876531
5,1.2500503657793893,1.1211326312094314,1.3686293830600471,0.6173193052774133
5,2.1213861893110426,1.9387800557535895,1.1538945063816821,0.749840669030961
5,2.1623625651028835,1.9484475432089776,1.4216465590033884,0.7746588135808935
5,1.6544876693687858,1.5741089774902963,0.8249677398548247,0.5766706128226705
5,2.542010600639506,2.1863372090955253,1.68907741804502,0.9035489843130267
5,1.9137290874094497,1.8203554282590648,1.1013693033713854,0.7348497915736919
5,1.4821210077139289,1.3676746960328074,1.1882488447683095,0.6764166583949132
5,1.815958795374606,1.568394710175228,1.1369292743919226,0.6438703076487375
5,1.8628986144062325,1.7535013588165627,0.9231546566457667,0.6449626972715287
5,1.556191764662231,1.4254155603260552,1.1452405265462962,0.62059627024538
5,1.6331977798442998,1.5323649563334645,0.7576942499088795,0.5265015747866734
5,1.9052626440552674,1.8571246987194268,0.769966671286263,0.5892214167956898
5,2.0360504163555655,1.9355707216149163,1.0811253611966836,0.7187990329786179
5,1.9757347582301554,1.8564376307458652,0.993723429588465,0.7035567443611572
5,1.769825141169434,1.6896976409601674,1.0035726412230044,0.696497636791459
5,1.7938292838672452,1.7039760402152697,0.8898198562413346,0.5938784516898648
5,2.1828336481175343,1.9511902263779124,1.3911754513471475,0.8110940140917821
5,2.0407403679527008,1.9559538384843889,0.8983638840694455,0.6542772697711905
5,2.2867567342045687,2.0103911881029197,1.5291536325967414,0.8367595530130001
5,1.8277316379480664,1.6382008303168725,0.9741785206898399,0.5839579787323312
5,1.9277728888751315,1.816537598795375,0.8179293041437067,0.5691649563377164
5,1.5861035338918508,1.555583954833765,1.1196966633456111,0.7054182154213133
5,1.3421046891262247,1.3593086984715779,0.8637683155048628,0.6132891555306799
5,1.8528432961725707,1.7322019216395872,0.9338797110211915,0.6357948349331279
5,1.640526260868055,1.606471244945833,0.9301391180584693,0.6891606223304101
5,1.9445625375189743,1.8418557134724978,0.9395293470587218,0.657852355555786
5,1.857135048977237,1.6808840270912069,1.1178952842447178,0.6909992447971146
5,1.9672068899158026,1.9013656804034478,0.790171451796804,0.6074206379584832
5,1.6710164007151767,1.4719090501833008,1.0569789743338247,0.6241412789770286
5,2.387852073455676,2.1585610199140532,1.4360823500568312,0.888117296671699
5,2.0632468914768776,1.8767478146372234,1.3583059254836096,0.7689527919472874
5,1.60083047856939,1.540552590713419,1.0704759816800968,0.681914126195819
5,1.9641757742029498,1.7646897886687076,0.8945209387324589,0.5513554124153164
5,1.5386122718628683,1.4301285078470942,0.9329009494286702,0.5774115012460497
5,1.757010436057554,1.7280809228532936,0.820301776839149,0.6493628938861775
5,1.8031813678312207,1.7243210774268483,0.7382617628309351,0.5572767053865352
5,1.6822625111167002,1.5210148107290602,1.2989669572255549,0.7350350613215006
5,1.6481776451319925,1.595597736860707,0.6827339312991865,0.5465131502745812
5,1.8988215073288996,1.643393684365941,1.4478125289439698,0.717807991117067
5,1.783868675243045,1.7499838636414369,0.6549540933079403,0.49171638628503034
5,1.7812021767779451,1.6178185102332543,1.007848133446887,0.6169912002057016
5,1.7941522326626766,1.7204083078124104,0.8643420085487903,0.6329842129459479
5,1.6819728497634734,1.6345363267450488,0.6495441294328477,0.4951277642644347
5,1.5977673073381555,1.5380661921100975,0.8489668463872699,0.5297148355380715
5,1.7583423237116216,1.6332619145957308,0.8821917792674521,0.6037572599036074
5,1.9261101799298475,1.7689997521413245,1.107458019432861,0.6693523352910289
5,1.7753271195029603,1.7052110154867288,0.7744799335899546,0.5445078194063782
5,1.7029145849900194,1.5680799230801084,1.0108023470980654,0.6355258118668178
5,1.8463068084251189,1.723746202538957,1.2416542938932735,0.7149731305719855
5,1.6005803047227918,1.468730082201189,1.347064943202441,0.6945701065217937
5,2.049849892282214,1.9445238612261306,1.5219251771835727,0.9007262467762059
5,1.3914485896127418,1.198369468595472,1.3677613020391926,0.6149963401689778
5,1.715119672729176,1.4996171840764327,1.3812246967930875,0.6935547978188478
5,1.8082448365973016,1.6276293129104704,1.2044182380817725,0.7249635742759641
5,1.5919212886094893,1.495576942020811,0.8734456288544972,0.5953018820771547
5,2.0408413916826427,1.9303706236513585,0.9183929610346682,0.6660805809161311
5,2.1165060469492087,2.0462182471392003,0.8694772162146006,0.6569908907401081
5,1.716305945904864,1.5766736892212525,0.9606160274200772,0.5949891377319777
5,2.105224114392376,1.8716965116037345,1.2928997622299692,0.7726884893474635
5,1.8006157662981543,1.6240161549796976,1.0527551916861886,0.6575171868338721
5,1.7519381928404951,1.5202793855939827,1.0982215907171142,0.5919103858460386
5,1.882955576566721,1.8315690441382328,0.738479569566999,0.6051591715252831
5,1.9199191798306563,1.7573172223219402,1.1891397288206735,0.744659769136397
5,1.826909490267487,1.7027739549597947,0.8784224916351315,0.574957767929916
5,2.1198117504209595,2.0928703733116203,0.8942471130770058,0.7216309356057077
5,1.7585142734816706,1.6746356762421224,0.781225465175344,0.5681209262318486
